Prolific_ID*,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,hardcoded_stimulus_positions.thisRepN,hardcoded_stimulus_positions.thisTrialN,hardcoded_stimulus_positions.thisN,hardcoded_stimulus_positions.thisIndex,hardcoded_stimulus_positions.ran,StimulusPos,prac_stimorientation_import_loop.thisRepN,prac_stimorientation_import_loop.thisTrialN,prac_stimorientation_import_loop.thisN,prac_stimorientation_import_loop.thisIndex,prac_stimorientation_import_loop.ran,Stimorientation,key_resp.keys,key_resp.rt,key_resp_20.keys,key_resp_20.rt,key_resp_19.keys,key_resp_19.rt,key_resp_15.keys,key_resp_15.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Ecc,Circle1_ori,Circle2_ori,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,key_resp_22.keys,key_resp_22.rt,circle1_ori,circle2_ori,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,response_time_catch,Catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,main_trial.thisRepN,main_trial.thisTrialN,main_trial.thisN,main_trial.thisIndex,main_trial.ran,Orientationtrialno,xcircle1_ori,xcircle2_ori,double_pass.thisRepN,double_pass.thisTrialN,double_pass.thisN,double_pass.thisIndex,double_pass.ran,key_resp_3.keys,key_resp_3.rt
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,9,9,150,1,eightsix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,10,10,10,1,twoone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,11,11,138,1,sixfive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,12,12,143,1,eightseven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,13,13,72,1,onetwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,14,14,49,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,15,15,82,1,sixfive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,16,16,6,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,17,17,93,1,seveneight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,18,18,13,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,19,19,80,1,fivesix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,20,20,17,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,21,21,46,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,22,22,125,1,seveneight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,23,23,91,1,sixeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,24,24,128,1,fivesix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,25,25,20,1,threeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,26,26,96,1,fivesix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,27,27,35,1,twofour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,28,28,41,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,29,29,69,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,30,30,4,1,threeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,31,31,12,1,threeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,32,32,92,1,sevenfive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,33,33,157,1,seveneight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,34,34,130,1,sixfive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,35,35,33,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,36,36,65,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,37,37,90,1,sixfive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,38,38,134,1,eightsix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,39,39,23,1,fourthree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,40,40,131,1,sixeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,41,41,117,1,seveneight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,42,42,119,1,eightseven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,43,43,144,1,fivesix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,44,44,111,1,eightseven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,45,45,136,1,fivesix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,46,46,29,1,threefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,47,47,94,1,eightsix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,48,48,48,1,onetwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,49,49,15,1,fourthree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,50,50,7,1,fourthree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,51,51,54,1,fourtwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,52,52,107,1,sixeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,53,53,103,1,eightseven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,54,54,85,1,seveneight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,55,55,25,1,onethree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7a564c3a915c03028714d8,2023-11-23_21h46.06.932,kallum_motion_pilot,2023.1.2,Win32,143.6781609,5e7a564c3a915c03028714d8,656018846682f3df8008bb8f,656019d0e52c55fdec3dc068,0,56,56,121,1,fiveseven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
