-0.003929866,0.02536804,-0.02608229,0.006557784,-0.01223362,-0.1042593,-0.07566969,-0.05247951,0.002312984,-0.05192813,-0.138308,-0.01070983,0.05755422,-0.005268158,-0.03914108,0.1037282,0.1345111,0.1434316,0.1856117,0.1650914,0.2647326,0.1169909,0.3231758,0.1458981,0.1864827,0.3570618,0.3495364,0.1389366,0.1762994,0.1655998,0.2715046,0.1047764,0.2750714,0.2660021,0.2744498,0.253024,0.2169053,0.1890395,0.2569893,0.2438488,0.07567245,0.02173108,0.1246972,0.02420823,-0.04410346,-0.08185374,-0.05107186,-0.03373508
-0.02010515,-0.1076139,-0.03365885,-0.04902869,0.1163329,-0.03361934,0.0006090477,0.03066037,0.09684183,-0.06202493,0.02432622,0.01335996,0.1569158,0.1155424,0.07792072,0.08313669,0.2569732,0.1091668,0.2231201,0.1755397,0.3043388,0.1849383,0.1448102,0.1244852,0.1707271,0.1893685,0.1506198,0.1939988,0.158087,0.2302167,0.1757175,0.1159285,0.2736745,0.07885698,0.01930887,0.0951754,0.1149301,-0.02843777,0.01323967,0.04532646,-0.01354412,-0.05212158,-0.01008752,-0.08369315,-0.09232532,-0.03509048,-0.07045193,-0.1147367
0.06475471,0.09314452,0.02138586,0.04316116,0.1316928,-0.02654662,0.04858913,0.09336111,0.08181961,-0.04017446,0.04985518,0.1434564,0.1545276,-0.01091269,-0.0358766,0.2886645,0.1925039,0.06053585,-0.05121057,0.369554,0.1942026,0.01441568,0.09792468,0.2476186,0.150989,0.04572544,0.04279179,0.07391112,0.01703001,0.04869229,0.07641317,0.05869647,0.1036367,0.07366233,0.02598364,0.01578202,0.01754412,0.05496423,-0.008189196,0.009155345,0.006349041,-0.05298541,-0.03891505,-0.0346531,-0.08085407,-0.05890109,-0.00168995,-0.07976232
0.001108504,-0.05206092,-0.0139786,0.008068588,0.03509838,-0.006098646,-0.002171161,-0.03843323,0.01245394,-0.03324343,0.09128258,0.08405367,0.08280673,0.08254172,0.1073779,0.3467163,0.1991007,0.07529846,0.1587896,0.4089081,0.1789949,0.09179588,0.2662723,0.3700667,0.2420378,0.2703243,0.3039334,0.2807595,0.2663288,0.1876836,0.3158723,0.1908441,0.2320433,0.2493726,0.3386123,0.199872,0.2183269,0.2076511,0.2563834,0.2216366,0.07560507,-0.04585401,-0.01183311,0.02236804,-0.0604844,-0.07502692,-0.04162617,-0.1269456
0.1006214,0.04727557,0.05155606,0.07539147,0.1746934,0.1539721,-0.03748886,0.0817247,0.09902062,0.06902575,0.1149872,-0.001298067,0.1610142,0.03265437,0.09204075,0.04361027,0.2336243,0.1351228,0.1638678,0.09303055,0.06203024,0.04810152,0.0632833,0.1526792,0.04540078,0.2035609,-0.01720366,0.1618207,0.1448132,0.02867995,0.1140362,0.04569025,0.02580621,0.06585384,0.0632674,-0.01730941,0.09425289,-0.01495117,0.07453237,-0.01362616,0.02766244,0.02457494,0.03822421,0.03770389,0.01125566,0.02088214,0.0292097,-0.02548358
0.007888393,-0.03470102,0.0107078,-0.05158392,0.1017755,-0.009232816,-0.03075673,-0.01940996,0.1294353,0.04724809,0.02880341,-0.01334032,0.1939915,0.083405,0.1400293,-0.01539234,0.2332577,0.0634177,0.1101003,0.06838904,0.2770231,0.2918399,0.2561224,0.2333916,0.2288241,0.3399728,0.2827219,0.1275825,0.2760812,0.1987052,0.1939376,0.1807212,0.3012676,0.1263134,0.1739667,0.06652891,0.1584227,0.1033262,0.1931726,0.1680516,-0.02985186,-0.08487916,0.03934973,0.06233802,-0.04687645,-0.04972937,-0.04157149,-0.02173194
-0.0713551,-0.1979327,-0.01491794,-0.1066495,-0.07818507,-0.06482378,0.04223998,-0.1137153,-0.005830572,-0.02059859,0.122604,-0.001099279,0.1138365,0.1247936,-0.002318394,0.3637829,0.2297025,0.05993679,0.1137031,0.2414154,0.3804162,0.208359,0.08818738,0.1619147,0.2901841,0.08172108,-0.06135558,0.08178998,0.258171,0.1212935,0.08968129,0.1520369,0.2176096,0.05302544,0.1239332,0.0728738,-0.01690422,0.02353987,-0.00163534,0.05449804,-0.007663375,-0.06819829,-0.06928826,-0.07566403,-0.02668552,-0.01264617,-0.0816521,-0.09126124
0.171625,0.2124974,0.1409204,0.1944973,0.124396,0.2809807,-0.02516621,0.1430442,0.1596321,0.02109984,0.04647747,0.0123642,0.05856357,-0.0283407,0.05758414,-0.03204572,0.03979727,-0.09464669,-0.006618881,-0.03880039,-0.02164852,-0.09679048,0.03059242,0.02013929,0.04807775,0.006068508,0.001252167,-0.01398307,0.02152646,-0.01013035,0.02683027,0.08966049,0.07106982,0.1125709,0.1149476,0.07930478,0.1367286,0.07247994,0.1922586,0.1828001,0.1505199,0.1495397,0.1744414,0.1408499,0.006898098,0.02052743,0.007234376,0.06556493
-0.01263182,0.2779282,0.2381392,0.03815088,0.07097305,-0.0003103323,0.05280578,0.1030875,-0.01656658,0.03159309,0.07348201,0.05149568,-0.08183938,-0.03985339,0.06406835,0.0314514,-0.01240298,0.02111808,0.08851703,-0.01602079,-0.05692682,-0.03614322,0.0676863,0.05768418,0.023663,0.04955613,0.1398035,0.08967696,-0.008794575,0.02787194,0.1114476,0.146906,0.0435313,0.001696867,0.1359234,0.156542,0.1514875,0.1441554,0.1167501,0.1241789,0.1329083,0.1235358,0.1450561,0.1319464,0.01530756,-0.03426376,0.04031496,0.009657988
0.1068027,0.264222,0.2214233,0.03972664,0.1672973,0.2922307,0.2269498,0.04239171,0.098501,0.1722033,0.1388222,0.02056347,0.0844243,0.04380779,0.1609547,-0.01256015,-0.009133112,-0.01709939,0.08369487,0.0525887,-0.06843548,-0.02830744,0.1192815,0.03745111,-0.03463329,0.031023,0.1594678,0.1389865,0.06117825,0.120571,0.1471469,0.246209,0.1082843,0.1553897,0.18318,0.1583029,0.1597662,0.1765052,0.1533848,0.181201,0.02552682,0.0817064,0.1558839,0.1801092,-0.04820069,-0.04946058,0.02121862,0.0703634
