0,45,90,135,180,225,270,315
0,0.108236283063889,0.0839345194399357,0.0976103010276953,0.207329293092092,0.659516967833042,0.650453666845957,0.0807868254681428
0,0,0.362869422572354,0.036816880106926,0.00613660893092553,0,0.00393931070963542,0.0071629174053669
0.059192510942618,0.133563538392385,0.513910075028737,0.171743631362915,0.0935480395952861,0.24871863424778,0.705523615082105,0.173570121328036
0.0811956028143565,0.0247924004991849,0,0.30588886483262,0.265562090712289,0.00649079598952085,0,0.149351101679107
0.0182681282361348,0.0144852561255296,0.0112093153099219,0.277497107783953,0.044332613547643,0.00367218100776275,0.0239920578896999,0
0.00391178174565236,0.00258827426781257,0.0447748911877473,0.0176660257081191,0,0.103617451153696,0.318915366505583,0.02937401086092
0.116916914780935,0.163506617148717,0.346056881050269,0.0893980441614985,0.049370375306656,0.0208103014156222,0.00347738612132768,0.00750760858257612
0.0246070673068364,0.00144921087970336,0.0056263425697883,0.164539822377264,0.0133064324036241,0.0141541535655657,0.0124117881059647,0.00589637085795403
0.000200859465015431,0,0.248740815557539,0,0.00451949580262105,0,0.351597795262933,0
0.000101023101403068,0.0422214779537171,0.0998460288004329,0.0444456799887121,0.0061798586199681,0.0450897539655368,0.113429692884286,0.00233412735785047
0,0.00993157597258687,0.0046075489372015,0.33401999125878,0.0151173969109853,0.00527609450121721,0.00762663036584854,0.109748868271708
0.000933377227435509,0.429398792485396,0.00675225257873535,0.00215213031818469,0.0112767481865982,0.250834026063482,0.00387810543179512,0
0,0.00310311497499545,0,0.0423809353572627,0,0.00623898456494013,0.00143667357042432,0.00564641070862611
0.158894100536903,0.10638669381539,0.0780986418637137,0.114489709337552,0.13066653876255,0.137959527162214,0.129690327992042,0.0816317765663068
0.124486065159241,0.0559364114888012,0.118537879485909,0.0348331294953823,0.232443401318354,0.0586715312674642,0.210130174954732,0.00506876409053802
0.00303080646942059,0.0966340104738871,0.00611280378264685,0.0309821522484223,0,0.351569286411783,0.0426921298106511,0.0342494292805592
0.331884201616049,0.24517552057902,0.0869949993987878,0.0115166705412169,0.0113719165868436,0.0204075543830792,0.132940221888324,0.23488454023997
0.0513720052937667,0.0370946948726972,0.120888138810794,0.189187763879697,0.0127457330624262,0.00737388618290424,0.02858900030454,0.00561354371408621
0.072116045281291,0.148350030183792,0.23282794157664,0.0996260916193326,0.00199123192578554,0.0643649492412806,0.115406773984432,0.0502345897257328
0.0648047889893254,0.212982161125789,0.000116028314854096,0.00118619226850569,0.0747055240596334,0.279985822737217,0,0
0.0455988588510081,0.0379917658865452,0.0273878085426986,0.105547950292627,0.0537596810609102,0.0380819125566632,0.0464300533446173,0.0432741679251194
0,0.00913160915176074,0.0175537144144376,0.162447118200362,0.0161039511052271,0.0145288084944089,0.0102750653556238,0.00478759819331268
0.103092045833667,0,0.0103413412968318,0.0315592599411805,0.0292360633611679,0,0.00952456084390481,0.0186063715567191
0.014302217712005,0.00143087344865004,0,0.336307684580485,0.0233858525753021,0,9.11052047740668e-05,0.139689615617196
0.0169738437204311,0.0417239579061667,0.344970469673475,0.135584788707395,0.00888646859675646,0,0.0805607361253351,0.017407888546586
0,0.00104084921379884,0,0.00285625519851844,0.0536376486221949,0.174168599148591,0.00179329685245951,0.0249685277231038
0.00359645113348961,0,0,0,0.323764453084247,0.00283370849986871,0,0
0.12168692300717,0.202352004125714,0.224497626225154,0.0545936711132526,0.0168344837923845,0.00147802103310823,0,0.011530098815759
0.0541764145406584,0.0238602190899352,0.00446845001230637,0.000813951482996345,0.0738290095080932,0.0416181087493896,0.00553211119646827,0.00179892980183164
0.283532594020168,0.123337689787149,0.000926512371127804,0.00279663347949584,0.0771936066448689,0.0351252930704504,0.0771426558494568,0.187193850676219
0.00176297593861818,0.00396815935770671,0.0115097359133263,0.225496021409829,0.00993457933266958,0.00577328602472941,0.0106231098373731,0.00350330071523786
0,0.036370578687638,0.192786709560702,0.0695038642734289,0.022959200044473,0.0670146017024914,0.485498666142424,0.173455947389205
0,0.00170098772893349,0.0517827421426773,0.0672632331649462,0.00600862130522728,0.00451733668645223,0.131899115319053,0.0106692923776185
0.0368539889653524,0.0131495675692956,0.00546739188333352,0.0621236904213826,0.192590696892391,0.104717763761679,0.0234075824264437,0.0346839372068644
0,0,0.0699958587065339,0,0.00179350655525923,0.000723393556351463,0.0499825106623272,0
0,0.00592866299363474,0,0.00377553903187315,0.00050529302097857,0.101129509042948,0.0106350407004356,0.00383147348960241
0,0.0268936515785754,0.128193942209085,0.0407608970999718,0,0,0.00795088149607182,0.0019462948354582
0.175279185951998,0.0312042459845543,0,0,0.0207237582653761,0.00152318660790722,0.00553340837359428,0
0.0103079732507467,0.0402934476733208,0.0753492735481511,0.0673733012129863,0.0187767713020245,0.0372248515486717,0.186245909892023,0.0613088669876258
0.0892220974589388,0.0436345264315605,0.0329337238023678,0.0572617758686344,0.0514895510083685,0.0841871219066282,0.0403312935492674,0.0545725715346634
0.167892210573579,0.00482228336234887,0,0.00896561132200683,0.229109446207682,0,0.00423760650058587,0.00454532106717428
0.00488123359779517,0.0802154873963445,0.194665613894661,0.00524788303300738,0.00855912974414726,0.128856123425066,0.238412101753056,0.0172730168948571
0.109815080650151,0.0140540250577033,0.00609660055488348,0,0.152489952743053,0.000740460585802794,0.00458697285406136,0.00504271717121204
