0,45,90,135,180,225,270,315
0.00610433705151081,0.590679893580576,0.0015819404895107,0.000926013415058454,0.0627019877235095,0.758983139569561,2.30657557646434e-05,0
0.48774584941566,0,0,0,0.473265801866849,0,0.00630561945339044,0.00435551589665314
0,0.0109342942014337,0.704216152429581,0.0407071150839329,0.00162374290327231,0.0139842890202999,0.721864104270935,0.0591709390282631
0.000951782334595919,0.00317511366059383,0.295224729925394,0.038556927194198,0.00473749016722043,0.0142224909116824,0.280861792775492,0.0139791180069248
0.0485959903647502,0.103278018534184,0.116387267907461,0.095294401049614,0.180434925481677,0.118762456617939,0.259693526973327,0.088764834528168
0.391130790114403,0.0755578813453515,0.00296507325644294,0.823490927616755,0.214329019188881,0.0151974515368541,0,0.45770259698232
0.406758278608322,0.358402838309606,0.00428563511619965,0.00505473123242458,0.437636787692706,0.0919462591409683,0,0
0.496154362956683,0.0391785216828187,0.0064730371038119,0.000854031008202583,0.34926102993389,0.00956577497224013,0.0209933988129099,0
0.0440377580622832,0.0260114332971474,0.0175393424312157,0.427793130899469,0.00934720955168208,0.0120922185985061,0.0726676241805156,0.60517117800191
0.0109391463920474,0.553478469451269,0.0118895665509626,0.00712273983905713,0.0110369050720086,0.628860970959067,0.00892571390916904,0.00205456108475725
0.204830357184013,0.242137456933657,0.17604386806488,0.200694279124339,0.228282053799679,0.231043259302775,0.257482607228061,0.273661593596141
0.00734762847423553,0.00428259799567362,0.310410208126996,0.00583124315987031,0.00866609167618056,0.0154293005762156,0.347493149650594,0.00657413403193156
0.0971612061063449,0.0198446990301212,0,0.212724522066613,0.0426254247625669,0.0166976915594811,0.00542622183760007,0.375204155842463
0,0.00654483462373416,0.0156308195243279,0.00181154037515322,0,0.0960916733990113,0.148213545481364,0.0148693540443977
0.0224644392728806,0.0155280999218424,0.0532214889923731,0.337832151601712,0.0585454354683558,0.0025151699470977,0.00480780812601248,0.128456331323832
0.00376338329321394,0.0353100511711091,0.363035767028729,0.0686851711943746,0.0137503215422233,0.0356993645740052,0.292294572805986,0.0385759895822654
0.0449232856432597,0.00966733942429225,0.0261169870694478,0.0152134651628633,0.0365910393496354,0.0513140745460987,0.0183792139093081,0.055117964434127
0,0.240517142539223,0.0175415927078575,0.01790291753908,0.0144027421871821,0.295604546709607,0.0101112086946766,0.00245422450825572
0.1470537132894,0.174449234890441,0.182301934808493,0.341565047507174,0.107425857024888,0.120420771961411,0.0407519597404947,0.200595094511906
0.0885544669969628,0.020358552535375,0.000161446689162403,0.0124804591760039,0.183131537089745,0.00260830709400276,0.0123603511601686,0.00448213261552155
0.00259194333921187,0.018999452140027,0.14854244949917,0.172845653879146,0.0225297321255008,0.0193760517213377,0.151075812987983,0.145599458289022
0,0,0,0.272376084855447,0,0.00235339266752514,0,0.180452209586898
0.232079952955246,0.0465287317832311,0.00259103792874763,0.0190875160818299,0.101090749104818,0.0158026247906188,0,0.071343871143957
0.16706742780904,0.0868401899933815,0.0130663198882151,0.00467677336807052,0.0743808630892697,0.0972132235765457,0.0248493784456514,0.0125569589436054
0.00161592817554871,0.0587702815343315,0.027926036156714,0.000876823828245203,0.0103553710505366,0.0907145931390308,0.043108407407999,0.0398847563619711
0.0496294049177474,0.0371738212804,0.00958096329122782,0.00818551673243443,0.210217319661751,0.0597152226255275,0.0110731165041216,0.0114856710036596
0.018336985570689,0.0245993161806837,0.089109119027853,0.408854340513547,0.0222668300072352,0.056385684137543,0.120617785258219,0.389416154784461
0.206679670140147,0.285944149208566,0.0531669293219844,0.0209298366680741,0.0268649756132315,0.0932874080414573,0.0259287741112833,0.0408572939534982
0.00139138412972291,0.00311265140771866,0.398396160298338,0.0118923138846488,0.00155166753878196,0.00284868781454861,0.32657744983832,0.0099579367476205
0.167779798309008,0,0.00169550456727544,0.00689471862278879,0.15863830386661,0,0,0.00957313366234303
0.00185078863675396,0.00512052218740185,0,0.178770179549853,0.0102481753565371,0.0106608968538543,0.00401543018718561,0.0832410603761673
0.270020349572102,0.428150664277685,0.117889820520456,0.0502034112190207,0.153740283079969,0.252571469172835,0.074595718086736,0.065019643244644
0.340306174242869,0.019656440243125,0.0476869757597645,0.0753745992357532,0.384993564027051,0.0328314544943472,0.0545765186349551,0.10142420977354
0.0123062785714865,0.0462201979632179,0.063929404442509,0.0133393167052418,0.0166732082143426,0.0114003191386776,0.108362798889478,0.0480671897530556
0.132482889418801,0.156064135332902,0,0.00236898257086674,0.271001769928262,0.121497843724986,0.00589888170361519,8.20521284670879e-05
0.236993046166996,0.0978193892321239,0.000278620049357414,0.00926545301141838,0.32334908315291,0.0607377676060423,0,0.00833041997005542
0.171674287257095,0.137629528840383,0.0375642105937004,0.00323018540317814,0.00592890878518422,0.00374874907235305,0.0906060021370649,0.233047718182206
0.00560713365363578,0.0888747040492793,0.0956794389834007,0.0420916162741681,0.0101171350882699,0.0648660538718104,0.0664560546477636,0.0327714194233219
0.0320780988161763,0.148301362991333,0.018258458469063,0.0155190130074819,0.0268335430882871,0.214382454830532,0.0186553229577839,0.000857190151388446
0.0595445353537798,0.0599134854661922,0.429403898927073,0.0609887670725584,0.0428514226029317,0.0595898094276587,0.376998358289711,0.054214410794278
0.0467497982705633,0.143044196069241,0.0329314370950063,0.0308157036391397,0.116662703144054,0.129804286155074,0.000584974574546019,0.0197453268337995
0,0,0,0.119340640803178,0.000613024768730005,0.00121498705508808,0,0.16742998175323
0.00267331426342328,0,0.0455212147595982,0.0826638405851554,0.00414628023281693,0.0156487242008249,0.0263008406036533,0.0839514837910732
0.0412897383406137,0.0112490085884929,0.358803384316464,0.0309610169691344,0.0282593291873733,0.0230021007058288,0.37794874360164,0.038131811345617
0,0,0.129887233177821,0.135401455064615,0,0.00273597147315741,0.0809242290755113,0.15562042593956
0.0276350655282537,0.024508183899646,0.242282455942283,0.0307896425947547,0.0393355085204045,0.0205383634699198,0.167053350868324,0.0198480968053142
0.0198423701028029,0.0066995279242595,0.070074051618576,0.0133789926767349,0,0.000136310050341611,0.0680024193910261,0.0530559290200472
0.025417190666,0.0233570272102952,0.261166051961482,0.368184291447202,0.0138332371910413,0.0235319966450334,0.204054042852173,0.361903528062006
0.0619006499958535,0.311841405520681,0.0201111509619902,0.0198669458429019,0.0419475810291866,0.300050280658373,0.0288718082010746,0.0220553822194537
0.00684942840598524,0.0049821591625611,0.082493810604016,0.00409356458112597,0.00183456282441815,0.00265196772913138,0.186529792069147,0.0030409842923594
